biome,char,strategy,n,effective,clear,timeout,error,rate,allRate,timeMedian,levelMedian
desert,h4_bladedancer,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,166.63333333334612,2
desert,h4_bladedancer,C,15,15,0,0,0,0,0,96.1333333333559,3
desert,h2_duelist,A,15,15,0,0,0,0,0,117.15833333337264,1
desert,h2_duelist,C,15,15,0,0,0,0,0,100.14166666669243,2
desert,h2_warlock,A,15,15,0,0,0,0,0,136.90833333337315,5
desert,h2_warlock,C,15,15,0,0,0,0,0,105.19166666669645,6
desert,h2_trapper,A,15,15,0,0,0,0,0,133.60833333337615,9
desert,h2_trapper,C,15,15,0,0,0,0,0,93.07500000002014,6
desert,h2_voidcaller,A,15,15,0,0,0,0,0,112.19166666670202,8
desert,h2_voidcaller,C,15,15,0,0,0,0,0,77.88333333334138,6
desert,h2_warder,A,15,15,0,0,0,0,0,129.6416666667131,7
desert,h2_warder,C,15,15,0,0,0,0,0,128.10833333338115,6
desert,h3_spearmaiden,A,15,15,0,0,0,0,0,129.13333333338022,2
desert,h3_spearmaiden,C,15,15,0,0,0,0,0,92.67500000001982,2
desert,h3_plague,A,15,15,0,0,0,0,0,121.33333333337596,4
desert,h3_plague,C,15,15,0,0,0,0,0,129.8083333333796,6
desert,h3_beastfang,A,15,15,0,0,0,0,0,126.80000000004698,4
desert,h3_beastfang,C,15,15,0,0,0,0,0,99.40000000002517,2
desert,h3_dragoon,A,15,15,0,0,0,0,0,126.2833333333799,4
desert,h3_dragoon,C,15,15,0,0,0,0,0,139.84166666670382,7
swamp,hunter,A,15,15,0,0,0,0,0,122.70833333337706,6
swamp,hunter,C,15,15,0,0,0,0,0,130.21666666671257,5
swamp,pyro,A,15,15,0,0,0,0,0,86.47500000001489,1
swamp,pyro,C,15,15,0,0,0,0,0,92.6083333333531,1
swamp,guardian,A,15,14,0,1,0,0,0,148.2041666666962,9.5
swamp,guardian,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,175.56666666667132,10
swamp,ranger,A,15,15,0,0,0,0,0,131.27500000004494,8
swamp,ranger,C,15,15,0,0,0,0,0,124.13333333337819,9
swamp,stormcaller,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,127.47500000004752,8
swamp,stormcaller,C,15,15,2,0,0,0.13333333333333333,0.13333333333333333,152.85000000002532,10
swamp,shadow,A,15,15,0,0,0,0,0,127.33333333338074,4
swamp,shadow,C,15,15,0,0,0,0,0,125.63333333337938,4
swamp,g_vanguard,A,15,15,0,0,0,0,0,200.14166666664897,8
swamp,g_vanguard,C,15,15,0,0,0,0,0,173.05833333334027,6
swamp,g_arcanist,A,15,15,0,0,0,0,0,93.0250000000201,5
swamp,g_arcanist,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,132.73333333337695,9
swamp,g_ranger,A,15,15,2,0,0,0.13333333333333333,0.13333333333333333,127.4916666667142,6
swamp,g_ranger,C,15,15,0,0,0,0,0,101.700000000027,6
swamp,g_warden,A,15,15,0,0,0,0,0,154.28333333335735,3
swamp,g_warden,C,15,15,0,0,0,0,0,135.07500000004148,4
swamp,g_revenant,A,15,14,2,1,0,0.14285714285714285,0.13333333333333333,169.65000000001004,12
swamp,g_revenant,C,15,14,1,1,0,0.07142857142857142,0.06666666666666667,364.6249999998327,19.5
swamp,g_stormcaller,A,15,15,0,0,0,0,0,130.483333333379,8
swamp,g_stormcaller,C,15,15,0,0,0,0,0,129.28333333338009,8
swamp,h4_paladin,A,15,14,1,1,0,0.07142857142857142,0.06666666666666667,155.4208333333563,11
swamp,h4_paladin,C,15,15,3,0,0,0.2,0.2,158.38333333335362,12
swamp,h4_chronomancer,A,15,15,0,0,0,0,0,145.02500000003243,4
swamp,h4_chronomancer,C,15,15,0,0,0,0,0,107.78333333336518,6
swamp,h4_puppeteer,A,15,15,0,0,0,0,0,99.40833333335851,3
swamp,h4_puppeteer,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,122.44166666671018,4
swamp,h4_gravekeeper,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,177.1083333333366,3
swamp,h4_gravekeeper,C,15,15,0,0,0,0,0,132.9083333333768,4
swamp,h4_starcaller,A,15,15,0,0,0,0,0,118.94166666670739,6
swamp,h4_starcaller,C,15,15,0,0,0,0,0,111.32500000003466,3
swamp,h4_bladedancer,A,15,15,0,0,0,0,0,140.95000000003614,2
swamp,h4_bladedancer,C,15,15,0,0,0,0,0,107.66666666669842,3
swamp,h2_duelist,A,15,14,0,1,0,0,0,120.52916666670865,4
swamp,h2_duelist,C,15,15,0,0,0,0,0,138.13333333337204,3
swamp,h2_warlock,A,15,15,0,0,0,0,0,127.3250000000474,7
swamp,h2_warlock,C,15,15,0,0,0,0,0,115.95833333337168,6
swamp,h2_trapper,A,15,15,0,0,0,0,0,130.99166666671186,9
swamp,h2_trapper,C,15,15,0,0,0,0,0,126.46666666671338,8
swamp,h2_voidcaller,A,15,15,2,0,0,0.13333333333333333,0.13333333333333333,111.2916666667013,8
swamp,h2_voidcaller,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,109.52500000003323,7
swamp,h2_warder,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,151.18333333336017,8
swamp,h2_warder,C,15,15,0,0,0,0,0,136.68333333337335,8
swamp,h3_spearmaiden,A,15,15,0,0,0,0,0,124.7833333333787,2
swamp,h3_spearmaiden,C,15,15,0,0,0,0,0,129.69166666671305,2
swamp,h3_plague,A,15,15,0,0,0,0,0,115.9000000000383,8
swamp,h3_plague,C,15,15,0,0,0,0,0,95.67500000002221,4
swamp,h3_beastfang,A,15,15,0,0,0,0,0,121.00000000004236,4
swamp,h3_beastfang,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,115.71666666670482,2
swamp,h3_dragoon,A,15,15,0,0,0,0,0,142.15000000003505,8
swamp,h3_dragoon,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,133.05833333337665,7
abyss,hunter,A,15,15,0,0,0,0,0,128.283333333381,5
abyss,hunter,C,15,15,0,0,0,0,0,117.78333333337314,5
abyss,pyro,A,15,15,0,0,0,0,0,119.23333333337429,1
abyss,pyro,C,15,15,0,0,0,0,0,127.84166666671447,1
abyss,guardian,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,142.72500000003453,9
abyss,guardian,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,154.47500000002384,8
abyss,ranger,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,124.75000000004535,6
abyss,ranger,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,129.05000000004696,6
abyss,stormcaller,A,15,15,0,0,0,0,0,132.4250000000439,8
abyss,stormcaller,C,15,15,0,0,0,0,0,131.01666666671184,9
abyss,shadow,A,15,15,0,0,0,0,0,122.85000000004383,1
abyss,shadow,C,15,15,0,0,0,0,0,116.67500000003892,3
abyss,g_vanguard,A,15,15,0,0,0,0,0,182.64999999999822,6
abyss,g_vanguard,C,15,15,0,0,0,0,0,175.45000000000476,9
abyss,g_arcanist,A,15,15,0,0,0,0,0,113.61666666670315,5
abyss,g_arcanist,C,15,15,0,0,0,0,0,111.24166666670126,5
abyss,g_ranger,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,127.80000000004777,7
abyss,g_ranger,C,15,14,1,1,0,0.07142857142857142,0.06666666666666667,122.16666666670996,5.5
abyss,g_warden,A,15,15,0,0,0,0,0,134.29166666670886,2
abyss,g_warden,C,15,15,0,0,0,0,0,170.30000000000945,1
abyss,g_revenant,A,15,14,0,1,0,0,0,155.66666666668942,7.5
abyss,g_revenant,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,126.50833333338008,6
abyss,g_stormcaller,A,15,15,0,0,0,0,0,135.0833333333748,9
abyss,g_stormcaller,C,15,14,0,1,0,0,0,124.73333333337867,7.5
abyss,h4_paladin,A,15,13,0,2,0,0,0,150.87500000002711,11
abyss,h4_paladin,C,15,15,0,0,0,0,0,222.63333333329518,10
abyss,h4_chronomancer,A,15,15,0,0,0,0,0,136.17500000004048,8
abyss,h4_chronomancer,C,15,15,0,0,0,0,0,119.06666666670749,6
abyss,h4_puppeteer,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,115.9833333333717,3
abyss,h4_puppeteer,C,15,15,0,0,0,0,0,110.35000000003389,3
abyss,h4_gravekeeper,A,15,15,0,0,0,0,0,167.2416666666789,2
abyss,h4_gravekeeper,C,15,15,0,0,0,0,0,132.47500000004385,3
abyss,h4_starcaller,A,15,15,0,0,0,0,0,121.9250000000431,4
abyss,h4_starcaller,C,15,15,0,0,0,0,0,114.49166666670385,4
abyss,h4_bladedancer,A,15,15,0,0,0,0,0,117.03333333337254,2
abyss,h4_bladedancer,C,15,15,0,0,0,0,0,100.75000000002625,2
abyss,h2_duelist,A,15,15,0,0,0,0,0,128.99166666671368,2
abyss,h2_duelist,C,15,15,0,0,0,0,0,107.44166666669824,2
abyss,h2_warlock,A,15,15,0,0,0,0,0,139.87500000003712,9
abyss,h2_warlock,C,15,15,0,0,0,0,0,99.53333333335861,7
abyss,h2_trapper,A,15,15,0,0,0,0,0,101.70833333336034,6
abyss,h2_trapper,C,15,15,0,0,0,0,0,125.8250000000462,8
abyss,h2_voidcaller,A,15,15,2,0,0,0.13333333333333333,0.13333333333333333,135.0833333333748,11
abyss,h2_voidcaller,C,15,15,0,0,0,0,0,119.9666666667082,8
abyss,h2_warder,A,15,13,0,2,0,0,0,134.6250000000419,4
abyss,h2_warder,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,149.71666666669483,5
abyss,h3_spearmaiden,A,15,15,0,0,0,0,0,131.24166666671164,2
abyss,h3_spearmaiden,C,15,15,0,0,0,0,0,134.38333333337545,3
abyss,h3_plague,A,15,15,0,0,0,0,0,118.92500000004071,6
abyss,h3_plague,C,15,15,0,0,0,0,0,119.41666666670777,7
abyss,h3_beastfang,A,15,15,0,0,0,0,0,94.80833333335485,2
abyss,h3_beastfang,C,15,15,0,0,0,0,0,133.70000000004273,1
abyss,h3_dragoon,A,15,15,0,0,0,0,0,171.8333333333414,3
abyss,h3_dragoon,C,15,15,0,0,0,0,0,148.55000000002923,4
celestial,hunter,A,15,15,0,0,0,0,0,79.95833333334303,3
celestial,hunter,C,15,15,0,0,0,0,0,120.19166666670839,6
celestial,pyro,A,15,15,0,0,0,0,0,118.70000000004053,1
celestial,pyro,C,15,15,0,0,0,0,0,107.12500000003132,1
celestial,guardian,A,15,14,1,1,0,0.07142857142857142,0.06666666666666667,130.12916666671072,7.5
celestial,guardian,C,15,15,0,0,0,0,0,142.40000000003482,6
celestial,ranger,A,15,15,0,0,0,0,0,98.8416666666914,5
celestial,ranger,C,15,14,1,1,0,0.07142857142857142,0.06666666666666667,103.09583333336144,6
celestial,stormcaller,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,116.00833333337172,6
celestial,stormcaller,C,15,15,0,0,0,0,0,119.90833333337483,7
celestial,shadow,A,15,15,0,0,0,0,0,132.6500000000437,2
celestial,shadow,C,15,15,0,0,0,0,0,101.26666666669333,2
celestial,g_vanguard,A,15,15,0,0,0,0,0,161.73333333335057,7
celestial,g_vanguard,C,15,15,0,0,0,0,0,185.6583333333288,5
celestial,g_arcanist,A,15,15,0,0,0,0,0,83.5583333333459,2
celestial,g_arcanist,C,15,15,0,0,0,0,0,98.73333333335798,3
celestial,g_ranger,A,15,15,0,0,0,0,0,87.26666666668218,4
celestial,g_ranger,C,15,15,0,0,0,0,0,78.44166666667516,4
celestial,g_warden,A,15,15,0,0,0,0,0,124.7833333333787,3
celestial,g_warden,C,15,14,0,1,0,0,0,133.91250000004254,2
celestial,g_revenant,A,15,13,1,2,0,0.07692307692307693,0.06666666666666667,125.29166666671244,5
celestial,g_revenant,C,15,15,0,0,0,0,0,114.41666666670379,6
celestial,g_stormcaller,A,15,15,0,0,0,0,0,107.20000000003138,6
celestial,g_stormcaller,C,15,15,0,0,0,0,0,92.1500000000194,6
celestial,h4_paladin,A,15,13,0,2,0,0,0,156.8250000000217,10
celestial,h4_paladin,C,15,15,0,0,0,0,0,202.29166666664702,10
celestial,h4_chronomancer,A,15,15,0,0,0,0,0,97.90000000002398,4
celestial,h4_chronomancer,C,15,15,0,0,0,0,0,96.85000000002314,4
celestial,h4_puppeteer,A,15,15,0,0,0,0,0,114.00000000003679,5
celestial,h4_puppeteer,C,15,15,0,0,0,0,0,84.5583333333467,2
celestial,h4_gravekeeper,A,15,14,0,1,0,0,0,165.2666666666807,2.5
celestial,h4_gravekeeper,C,15,15,0,0,0,0,0,140.50000000003655,2
celestial,h4_starcaller,A,15,15,0,0,0,0,0,103.7416666666953,2
celestial,h4_starcaller,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,126.46666666671338,6
celestial,h4_bladedancer,A,15,15,0,0,0,0,0,95.32500000002193,2
celestial,h4_bladedancer,C,15,15,0,0,0,0,0,110.38333333336725,2
celestial,h2_duelist,A,15,15,0,0,0,0,0,96.6333333333563,1
celestial,h2_duelist,C,15,15,0,0,0,0,0,95.80833333335565,3
celestial,h2_warlock,A,15,15,0,0,0,0,0,134.40833333337542,6
celestial,h2_warlock,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,126.10000000004642,6
celestial,h2_trapper,A,15,15,0,0,0,0,0,93.84166666668742,6
celestial,h2_trapper,C,15,15,0,0,0,0,0,71.67500000000311,4
celestial,h2_voidcaller,A,15,15,0,0,0,0,0,106.75833333336436,7
celestial,h2_voidcaller,C,15,15,0,0,0,0,0,102.4500000000276,7
celestial,h2_warder,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,141.6166666667022,8
celestial,h2_warder,C,15,15,0,0,0,0,0,124.40833333337841,4
celestial,h3_spearmaiden,A,15,15,0,0,0,0,0,116.00833333337172,1
celestial,h3_spearmaiden,C,15,15,0,0,0,0,0,103.76666666669531,3
celestial,h3_plague,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,97.14166666669004,4
celestial,h3_plague,C,15,15,0,0,0,0,0,116.63333333337222,4
celestial,h3_beastfang,A,15,15,0,0,0,0,0,124.71666666671199,1
celestial,h3_beastfang,C,15,15,0,0,0,0,0,101.97500000002722,2
celestial,h3_dragoon,A,15,15,0,0,0,0,0,132.02500000004426,6
celestial,h3_dragoon,C,15,15,0,0,0,0,0,111.73333333336832,4
